,item,label ,sentence,wikidata 
5629,Q4711308,1.0,Albert Tam (born 1972 in Hong Kong) is a Chinese-language Hong Kong science fiction writer who graduated from University of London and earned his MBA from University of Bradford.,educated at Auburn University
5631,Q35977,1.0,"Early life
Prior to entering the adult film industry, Texas attended Texas State University studying respiratory care therapy.",educated at Aarhus University
5632,Q3778295,1.0,"Legal career
After his father's death in 1949, he worked at the Australian National University and then as associate to Kenneth Townley, a newly appointed Justice of the Supreme Court of Queensland.",educated at Choate Rosemary Hall
5633,Q3778295,1.0,"), University of Queensland (Hon.",educated at University of Delaware
5634,Q42212002,1.0,He is a Non-constituency Member of Parliament (NCMP) of the 13th Parliament of Singapore and an associate professor at the Department of Sociology in the National University of Singapore.,educated at Georgetown University
5635,Q42212002,1.0,"Education 
Goh studied in St Joseph's Institution, completed his undergraduate and graduate studies in Sociology in the National University of Singapore.",educated at University of Exeter
5636,Q42212002,1.0,"On his return to the National University of Singapore in 2005, he was appointed assistant professor at the Department of Sociology.",educated at University of Utah
5638,Q548823,1.0,He studied cinema at the Université du Québec à Montréal.,educated at Crane High School
5639,Q5090794,1.0,The centuries-old Worshipful Company of Musicians in UK awarded him a special Medal for his outstanding achievements and contributions during his studies at the Royal College of Music graduation ceremonyhttps://www.wcomarchive.org.uk/--ramrcmgsmd-silvers Worshipful Company.,educated at University of Lisbon
5640,Q5090794,1.0,"After his studies, he was appointed a violin professor at the Royal College of Musichttps://www.rcm.ac.uk/strings/professors/details/?id=03915 Royal College of Music, and he also teaches at the Royal Birmingham Conservatoirehttps://www.bcu.ac.uk/conservatoire/about-us/birmingham-conservatoire-tutors-and-staff/jiafeng-chen Royal Birmingham Conservatoire and the Chetham's School of Musichttps://chethamsschoolofmusic.com/staff/jaifeng-chen/ Chetham's School of Music.",educated at University of Utah
5641,Q5090794,1.0,"English National Opera, Dance Umbrella International Festival and the Royal College of Music.",educated at University of Lisbon
5642,Q5090794,1.0,"Jiafeng Chen studied with Peter Shixiang Zhang, Jiyang Zhao and Lei Fang, Jan Repko, Ronald Copes and Cho-Liang Lin at the Primary and Middle Schools Affiliated to Shanghai Conservatory of Music, Chetham’s School of Music, the Royal College of Music London (first class BMus honours) and The Juilliard School (first class MMus).",educated at Neighborhood Playhouse School of the Theatre
5644,Q335178,1.0,"He attended Eton College and the Royal Military College, Sandhurst, but opted not to pursue a full-time military career.",educated at Sibelius Academy
5645,Q335178,1.0,"He was educated at Eton College and the Royal Military College, Sandhurst, where he passed out in 1879.",educated at American University
5647,Q3606816,1.0,"After graduating from the University of Waikato in 2001, Ardern began her career working as a researcher in the office of Prime Minister Helen Clark.",educated at University of Ljubljana
5648,Q3606816,1.0,"She then attended the University of Waikato, graduating in 2001 with a Bachelor of Communication Studies (BCS) in politics and public relations.",educated at Bates College
5650,Q92604,1.0,degree in electronic engineering from the Swiss Federal Institute of Technology Zürich (ETH Zürich).,educated at Metropolitan State University
5651,Q92604,1.0,"Then in 1968, he became Professor of Informatics at ETH Zürich, taking two one-year sabbaticals at Xerox PARC in California (1976–1977 and 1984–1985).",educated at Northeastern University
5652,Q92604,1.0,"See also
21655 Niklauswirth asteroid
Extended Backus–Naur Form
Wirth syntax notation
Bucky bit
Wirth–Weber precedence relationship
List of pioneers in computer science

References

External links

, ETH Zürich
Biography at ETH Zürich

Niklaus E. Wirth at ACM

Turing Award Lecture, 1984
Pascal and its Successors paper by Niklaus Wirth – also includes short biography.",educated at Magdalen College
5654,Q710774,1.0,"Life and career
Born in Hamhung in 1925, Yang attended Moscow State University and Kim Il-sung University, and is married to Kim Shin-sook, a cousin of Kim Il sung.",educated at Beijing Film Academy
5655,Q710774,1.0,"According to the official biography released by the Korean Central News Agency, he joined the Korean People's Army in June 1950 (approximately when the Korean War started); after graduating from Kim Il-sung University, he served as section chief and then secretary of the Central Committee of the Workers' Party of Korea, Director of the Central Party School, Minister of Higher Education, and President of the Academy of Social Sciences.",educated at Leiden University
5658,Q537463,1.0,"Tomlinson played college football for Texas Christian University (TCU), earned consensus All-America honors, and won the Doak Walker Award as the best college running back.",educated at Northern Illinois University
5659,Q537463,1.0,"College career
Tomlinson accepted an athletic scholarship at Texas Christian University in Fort Worth, Texas, then a member of the Western Athletic Conference (WAC).",educated at University of Southampton
5661,Q19865337,1.0,"From 1996 to 2001, he was educated at King's School, Canterbury, an independent school in his home city, followed by University College London, from which he graduated, and finally at the Harvard Law School in the United States, where he received a degree in Law.Simmons, Richard, Meet the lawyers standing for Parliament , Lawyer 2B, 10 April 2015

Career
Returning to England, Berry worked as a barrister in London, specialising in healthcare, professional negligence, and police law.",educated at Trinity College
5663,Q1743817,1.0,"Armstrong received a Bachelor of Music degree with First Class Honours from the Royal Academy of Music in 2008 and a Master of Science degree with honours from Pierre-and-Marie-Curie University, Paris, in mathematics in 2012.",educated at Moldova State University
5665,Q381541,1.0,"Aleksejus Jelisejevas Lithuanian Wikipedia re ""Aleksejus Jelisejevas""
Sydney Australia Lithuanian Information Centre
Lithuanian Aerospace Association

A graduate of the Bauman Higher Technical School (1957) and postgraduate of Moscow Institute of Physics and Technology (1962).",educated at Kent State University
5668,Q5105502,1.0,He holds BS and MS degrees in Chemical Engineering from the University of Wisconsin–Madison and the University of California-Davis respectively.,educated at Stephens College
5670,Q2579435,1.0,"Gaston County, North Carolina is named after him, as are Lake Gaston, the city of Gastonia, North Carolina, and Gaston Hall within Healy Hall at Georgetown University.",educated at Louisiana Tech University
5671,Q2579435,1.0,"He entered Georgetown University in Washington, D.C., at the age of thirteen, becoming its first student.",educated at Kokushikan University
